car_title,car_price_highlighted,car_km,car_hand,car_fuel,car_engine,car_hp,car_transmission,car_drive,car_color,car_body
"Toyota C-HR, 2017",₪ 113 000,105 000 km,1st hand,Hybrid,1.8 l,122 hp,Automatic,FWD,Silver,SUV 5-doors
"Mazda 3, 2008",₪ 9 500,131 090 km,3rd hand,Gasoline,1.6 l,105 hp,Automatic,FWD,Beige,Sedan
"Fiat 500, 2015",₪ 30 000,116 000 km,2nd hand,Gasoline,1.2 l,69 hp,Robotic,FWD,White,Mini 3-doors
"Subaru XV, 2023",₪ 160 000,2 100 km,1st hand,Gasoline,2.0 l,152 hp,Variable,4x4,Black,SUV 5-doors
"Kia Picanto, 2016",₪ 30 000,134 000 km,2nd hand,Gasoline,1.0 l,65 hp,Automatic,FWD,White,Mini 5-doors
"Citroen C3, 2019",₪ 89 000,30 000 km,2nd hand,Gasoline,1.2 l,110 hp,Automatic,FWD,White,Mini 5-doors
"Isuzu D-Max, 2018",₪ 150 000,116 000 km,3rd hand,Diesel,1.9 l,163 hp,Automatic,4x4,White,Pickup double-cab
"Mercedes Vito, 2013",₪ 67 000,467 000 km,2nd hand,Diesel,2.1 l,136 hp,Automatic,RWD,Black,Minivan
"Nissan Qashqai, 2015",₪ 51 000,124 000 km,4th hand,Gasoline,1.2 l,115 hp,Variable,FWD,White,SUV 5-doors
"Nissan Qashqai, 2019",₪ 99 000,41 000 km,2nd hand,Gasoline,1.3 l,160 hp,Robotic,FWD,Grey,SUV 5-doors
"Toyota Avensis, 2009",₪ 24 000,235 000 km,2nd hand,Gasoline,2.0 l,152 hp,Variable,FWD,Silver,Sedan
"Ford Mondeo, 2013",₪ 11 000,162 000 km,3rd hand,Gasoline,2.0 l,202 hp,Robotic,FWD,Grey,Sedan
"Mitsubishi ASX, 2019",₪ 73 000,109 000 km,3rd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Renault Megane, 2017",₪ 28 000,133 000 km,2nd hand,Gasoline,1.2 l,132 hp,Robotic,FWD,Black,Estate 5-door
"Nissan Juke, 2021",₪ 100 000,42 000 km,1st hand,Gasoline,1.0 l,114 hp,Robotic,FWD,Silver,SUV 5-doors
"Mazda 5, 2009",₪ 29 000,119 000 km,2nd hand,Gasoline,2.0 l,145 hp,Automatic,FWD,White,Compact Van
"Renault Trafic, 2023",₪ 180 000,3 300 km,1st hand,Diesel,2.0 l,170 hp,Robotic,FWD,White,Minivan
"Volkswagen Passat, 2010",₪ 15 000,196 000 km,4th hand,Gasoline,1.8 l,160 hp,Robotic,FWD,Grey,Sedan
"Ford Mondeo, 2011",₪ 11 000,170 000 km,3rd hand,Gasoline,2.3 l,161 hp,Automatic,FWD,Blue,Sedan
"Honda Civic, 2008",₪ 18 000,178 000 km,3rd hand,Gasoline,1.8 l,140 hp,Automatic,FWD,Silver,Sedan
"Kia Picanto, 2016",₪ 38 000,125 000 km,2nd hand,Gasoline,1.2 l,85 hp,Automatic,FWD,Black,Mini 5-doors
"Hyundai Tucson, 2017",₪ 80 000,64 000 km,2nd hand,Gasoline,2.0 l,155 hp,Robotic,FWD,White,SUV 5-doors
"Hyundai Sonata, 2017",₪ 92 000,130 000 km,1st hand,Hybrid,2.0 l,193 hp,Automatic,FWD,White,Sedan
"Suzuki SX4, 2014",₪ 29 000,103 256 km,1st hand,Gasoline,1.6 l,120 hp,Automatic,FWD,White,Sedan
"Kia Seltos, 2021",₪ 115 000,44 000 km,1st hand,Gasoline,2.0 l,149 hp,Variable,FWD,White,SUV 5-doors
"Chevrolet Cruze, 2017",₪ 30 000,152 000 km,2nd hand,Gasoline,1.4 l,153 hp,Automatic,FWD,Black,Sedan
"Nissan Murano, 2011",₪ 35 000,250 000 km,3rd hand,Gasoline,3.5 l,256 hp,Variable,4x4,Black,SUV 5-doors
"Renault Fluence, 2016",₪ 31 000,133 000 km,2nd hand,Gasoline,1.6 l,114 hp,Variable,FWD,Black,Sedan
"Kia Sportage, 2015",₪ 57 000,69 000 km,2nd hand,Gasoline,1.6 l,133 hp,Automatic,FWD,White,SUV 5-doors
"Lexus UX, 2021",₪ 170 000,24 000 km,1st hand,Gasoline,2.0 l,173 hp,Variable,FWD,White,SUV 5-doors
"Kia Ceed, 2009",₪ 12 000,270 000 km,3rd hand,Gasoline,1.6 l,126 hp,Automatic,FWD,Grey,Hatchback 5-door
"Mazda CX-5, 2017",₪ 84 000,143 000 km,1st hand,Gasoline,2.0 l,165 hp,Automatic,FWD,White,SUV 5-doors
"Mazda 6, 2008",₪ 29 000,86 000 km,2nd hand,Gasoline,2.0 l,147 hp,Automatic,FWD,Black,Sedan
"Toyota Land Cruiser, 2022",₪ 450 000,20 000 km,1st hand,Diesel,2.8 l,204 hp,Automatic,4x4,White,SUV 5-doors
"Mitsubishi L200, 2011",₪ 45 000,180 000 km,3rd hand,Diesel,2.5 l,136 hp,Automatic,4x4,Silver,Pickup double-cab
"Nissan Sentra, 2021",₪ 88 000,82 000 km,2nd hand,Gasoline,2.0 l,149 hp,Variable,FWD,White,Sedan
"Chevrolet Colorado, 2021",₪ 300 000,16 080 km,1st hand,Gasoline,3.6 l,305 hp,Automatic,4x4,Orange,Pickup double-cab
"Peugeot 508, 2013",₪ 25 400,131 500 km,4th hand,Gasoline,1.6 l,156 hp,Automatic,FWD,Silver,Sedan
"Peugeot Boxer, 2021",₪ 170 000,104 565 km,1st hand,Diesel,2.2 l,130 hp,Manual,FWD,White,Van
"Kia Sportage, 2019",₪ 92 000,71 000 km,1st hand,Diesel,1.6 l,136 hp,Robotic,FWD,White,SUV 5-doors
"Lexus IS, 2022",₪ 220 000,56 567 km,2nd hand,Gasoline,2.0 l,241 hp,Automatic,RWD,Black,Sedan
"Subaru B4, 2008",₪ 19 000,224 000 km,4th hand,Gasoline,2.0 l,165 hp,Automatic,4x4,Light Grey,Sedan
"Mazda 6, 2010",₪ 35 000,245 000 km,4th hand,Gasoline,2.5 l,170 hp,Automatic,FWD,Black,Liftback
"BMW 4 series, 2018",₪ 152 000,48 000 km,2nd hand,Gasoline,2.0 l,184 hp,Automatic,RWD,Light Grey,Liftback
"Cadillac ATS, 2016",₪ 85 000,85 000 km,3rd hand,Gasoline,2.0 l,276 hp,Automatic,RWD,Golden,Sedan
"Citroen DS4, 2014",₪ 30 000,159 500 km,1st hand,Gasoline,1.6 l,163 hp,Automatic,FWD,White,Hatchback 5-door
"Opel Zafira, 2012",₪ 25 000,297 453 km,3rd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Silver,Compact Van
"Skoda Superb, 2016",₪ 60 000,214 000 km,3rd hand,Gasoline,1.8 l,180 hp,Robotic,FWD,Black,Liftback
"Citroen C4 Picasso, 2016",₪ 30 000,142 000 km,3rd hand,Gasoline,1.6 l,165 hp,Automatic,FWD,Grey,Compact Van
"Toyota Corolla, 2018",₪ 75 000,115 000 km,2nd hand,Gasoline,1.6 l,132 hp,Variable,FWD,Silver,Sedan
"Chevrolet Spark, 2012",₪ 9 500,135 000 km,2nd hand,Gasoline,1.2 l,82 hp,Manual,FWD,White,Mini 5-doors
"Volkswagen T-Cross, 2021",₪ 117 000,22 000 km,1st hand,Gasoline,1.0 l,115 hp,Robotic,FWD,White,SUV 5-doors
"Nissan Qashqai, 2020",₪ 110 000,4 000 km,1st hand,Gasoline,1.3 l,140 hp,Manual,FWD,White,SUV 5-doors
"Nissan Sentra, 2022",₪ 119 000,14 000 km,1st hand,Gasoline,2.0 l,149 hp,Variable,FWD,White,Sedan
"Isuzu Rodeo, 2002",₪ 20 000,265 000 km,4th hand,Gasoline,3.2 l,205 hp,Automatic,4x4,Golden,SUV 5-doors
"Hyundai ix35, 2011",₪ 32 000,196 000 km,4th hand,Gasoline,2.0 l,163 hp,Automatic,FWD,Black,SUV 5-doors
"Kia Picanto, 2019",₪ 50 000,103 000 km,1st hand,Gasoline,1.0 l,67 hp,Automatic,FWD,Black,Mini 5-doors
"Nissan Micra, 2016",₪ 29 000,81 000 km,2nd hand,Gasoline,1.2 l,80 hp,Variable,FWD,White,Mini 5-doors
"Skoda Roomster, 2015",₪ 17 000,280 000 km,4th hand,Gasoline,1.2 l,105 hp,Robotic,FWD,White,Compact Van
"Mitsubishi Eclipse Cross, 2020",₪ 105 000,105 000 km,1st hand,Gasoline,1.5 l,163 hp,Variable,FWD,Black,SUV 5-doors
"Mitsubishi Outlander, 2013",₪ 58 000,120 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Volkswagen Jetta, 2008",₪ 16 000,212 000 km,2nd hand,Gasoline,1.6 l,102 hp,Robotic,FWD,White,Sedan
"Hyundai Sonata, 2016",₪ 61 000,143 300 km,3rd hand,Hybrid,2.0 l,193 hp,Automatic,FWD,Light Grey,Sedan
"Kia Niro, 2017",₪ 56 000,173 000 km,3rd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Blue,SUV 5-doors
"Lancia Ypsilon, 2012",₪ 10 500,155 000 km,3rd hand,Gasoline,1.2 l,69 hp,Manual,FWD,Black,Mini 5-doors
"Volkswagen Tiguan Allspace, 2022",₪ 178 000,9 850 km,1st hand,Gasoline,1.5 l,150 hp,Robotic,4x4,Silver,SUV 5-doors
"Hyundai Kona, 2018",₪ 78 000,71 000 km,3rd hand,Gasoline,1.6 l,177 hp,Robotic,4x4,Light blue,SUV 5-doors
"Hyundai ix35, 2012",₪ 45 000,215 000 km,4th hand,Gasoline,2.0 l,163 hp,Automatic,FWD,White,SUV 5-doors
"Mitsubishi Attrage, 2014",₪ 17 000,220 000 km,3rd hand,Gasoline,1.2 l,80 hp,Variable,FWD,White,Sedan
"Mazda 323 Lantis, 2001",₪ 7 900,169 000 km,2nd hand,Gasoline,1.5 l,105 hp,Automatic,FWD,Beige,Sedan
"Geometry C, 2022",₪ 135 000,21 000 km,1st hand,Electro,,204 hp,Automatic,FWD,Light blue,Hatchback 5-door
"Kia Sorento, 2007",₪ 31 000,345 000 km,3rd hand,Diesel,2.5 l,170 hp,Automatic,4x4,Silver,SUV 5-doors
"Renault Kangoo, 2014",₪ 19 000,238 000 km,2nd hand,Diesel,1.5 l,90 hp,Manual,FWD,White,Compact Van
"Hyundai i30, 2008",₪ 7 000,206 000 km,2nd hand,Gasoline,1.6 l,126 hp,Automatic,FWD,Silver,Hatchback 5-door
"Mitsubishi ASX, 2021",₪ 120 000,25 000 km,1st hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Mazda CX-5, 2017",₪ 97 000,117 000 km,2nd hand,Gasoline,2.0 l,165 hp,Automatic,FWD,White,SUV 5-doors
"Ford Explorer, 2015",₪ 135 000,118 000 km,3rd hand,Gasoline,3.5 l,360 hp,Automatic,4x4,White,SUV 5-doors
"Hyundai i20, 2020",₪ 79 000,47 000 km,1st hand,Gasoline,1.0 l,100 hp,Robotic,FWD,Grey,Mini 5-doors
"Mazda 2, 2009",₪ 18 000,217 000 km,3rd hand,Gasoline,1.5 l,103 hp,Automatic,FWD,White,Mini 5-doors
"Subaru Forester, 2013",₪ 60 000,230 000 km,1st hand,Gasoline,2.0 l,150 hp,Variable,4x4,Black,SUV 5-doors
"Toyota Land Cruiser, 2017",₪ 200 000,160 000 km,2nd hand,Diesel,2.8 l,177 hp,Automatic,4x4,White,SUV 5-doors
"Ford Focus, 2013",₪ 15 000,221 500 km,3rd hand,Gasoline,1.6 l,125 hp,Robotic,FWD,Silver,Estate 5-door
"SEAT Leon, 2010",₪ 36 000,142 000 km,2nd hand,Gasoline,1.8 l,160 hp,Manual,FWD,Blue,Hatchback 5-door
"Toyota Prius, 2008",₪ 16 500,362 000 km,2nd hand,Hybrid,1.5 l,113 hp,Automatic,FWD,Bronze,Liftback
"Kia Ceed, 2015",₪ 32 000,126 200 km,3rd hand,Gasoline,1.6 l,135 hp,Robotic,FWD,Grey,Estate 5-door
"Nissan Micra, 2017",₪ 38 000,97 000 km,3rd hand,Gasoline,1.2 l,80 hp,Variable,FWD,White,Mini 5-doors
"Renault Clio, 2021",₪ 65 000,75 000 km,1st hand,Gasoline,1.0 l,100 hp,Manual,FWD,Blue,Mini 5-doors
"Toyota Sequoia, 2009",₪ 115 000,298 000 km,2nd hand,Gasoline,4.6 l,310 hp,Automatic,4x4,Beige,SUV 5-doors
"Toyota Auris, 2017",₪ 62 000,182 000 km,3rd hand,Hybrid,1.8 l,136 hp,Variable,FWD,Silver,Estate 5-door
"Mitsubishi Space Star, 2022",₪ 55 000,22 000 km,1st hand,Gasoline,1.2 l,71 hp,Variable,FWD,Blue,Hatchback 5-door
"Chevrolet Captiva Sport, 2012",₪ 27 000,169 000 km,1st hand,Gasoline,2.4 l,182 hp,Automatic,FWD,Silver,SUV 5-doors
"Audi A3, 2015",₪ 63 000,185 000 km,3rd hand,Gasoline,1.8 l,180 hp,Robotic,FWD,Black,Sedan
"Nissan Qashqai, 2017",₪ 60 000,133 000 km,1st hand,Gasoline,1.2 l,115 hp,Variable,FWD,Silver,SUV 5-doors
"Hyundai Terracan, 2006",₪ 37 000,336 000 km,3rd hand,Diesel,2.9 l,163 hp,Automatic,4x4,White,SUV 5-doors
"Subaru Impreza, 2008",₪ 11 000,157 000 km,4th hand,Gasoline,1.5 l,107 hp,Automatic,FWD,Blue,Sedan
"Kia Seltos, 2023",₪ 125 000,7 000 km,4th hand,Gasoline,2.0 l,149 hp,Automatic,FWD,Light Grey,SUV 5-doors
"Chevrolet Spark, 2020",₪ 64 000,50 000 km,2nd hand,Gasoline,1.4 l,98 hp,Variable,FWD,Black,Mini 5-doors
"Renault Captur, 2016",₪ 40 000,173 000 km,2nd hand,Gasoline,1.2 l,118 hp,Robotic,FWD,Black,SUV 5-doors
"Audi A5, 2010",₪ 40 000,280 000 km,3rd hand,Gasoline,3.2 l,265 hp,Robotic,4x4,"Silver
                            metallic",Liftback
"Nissan Qashqai, 2012",₪ 30 000,193 300 km,2nd hand,Gasoline,2.0 l,140 hp,Variable,FWD,Black,SUV 5-doors
"Kia Forte, 2014",₪ 23 000,211 000 km,2nd hand,Gasoline,1.6 l,130 hp,Automatic,FWD,Beige,Sedan
"Audi A3, 2015",₪ 66 000,140 000 km,3rd hand,Gasoline,1.4 l,125 hp,Robotic,FWD,White,Hatchback 5-door
"Renault Kadjar, 2018",₪ 78 000,175 000 km,1st hand,Diesel,1.5 l,110 hp,Robotic,FWD,Silver,SUV 5-doors
"Renault Clio, 2011",₪ 14 000,127 000 km,4th hand,Gasoline,1.6 l,110 hp,Automatic,FWD,Red,Mini 5-doors
"Jeep Wrangler, 2020",₪ 230 000,22 000 km,1st hand,Gasoline,2.0 l,272 hp,Automatic,4x4,Red,SUV 3-doors
"Chevrolet Sonic, 2012",₪ 19 000,61 000 km,2nd hand,Gasoline,1.6 l,116 hp,Automatic,FWD,Black,Hatchback 5-door
"Ford Edge, 2012",₪ 45 000,174 000 km,2nd hand,Gasoline,3.5 l,285 hp,Automatic,4x4,White,SUV 5-doors
"Nissan Sentra, 2018",₪ 50 000,106 000 km,3rd hand,Gasoline,1.8 l,130 hp,Variable,FWD,Silver,Sedan
"Renault ZOE, 2017",₪ 70 000,76 000 km,2nd hand,Electro,,88 hp,Automatic,FWD,White,Mini 5-doors
"Citroen Jumpy, 2011",₪ 30 000,560 000 km,2nd hand,Diesel,2.0 l,120 hp,Manual,FWD,White,Van Long
"Volkswagen Tiguan, 2021",₪ 107 000,140 000 km,1st hand,Gasoline,1.5 l,150 hp,Robotic,FWD,Black,SUV 5-doors
"Ford Edge, 2022",₪ 205 000,36 000 km,1st hand,Gasoline,2.0 l,248 hp,Automatic,FWD,Grey,SUV 5-doors
"Kia Ceed, 2016",₪ 33 000,124 000 km,2nd hand,Diesel,1.6 l,136 hp,Robotic,FWD,Silver,Estate 5-door
"Audi Q3, 2013",₪ 60 000,195 000 km,3rd hand,Gasoline,2.0 l,170 hp,Robotic,4x4,Black,SUV 5-doors
"Mazda 6, 2008",₪ 19 900,210 000 km,3rd hand,Gasoline,2.0 l,147 hp,Automatic,FWD,Silver,Sedan
"Mitsubishi Attrage, 2015",₪ 23 000,89 000 km,2nd hand,Gasoline,1.2 l,80 hp,Variable,FWD,Light Grey,Sedan
"Hyundai i30, 2009",₪ 14 000,58 600 km,3rd hand,Gasoline,1.6 l,126 hp,Automatic,FWD,Grey,Hatchback 5-door
"Fiat Ducato, 2021",₪ 140 000,77 000 km,2nd hand,Diesel,2.3 l,150 hp,Automatic,FWD,White,Van
"Hyundai Tucson, 2016",₪ 80 000,149 896 km,1st hand,Gasoline,2.0 l,155 hp,Robotic,FWD,Silver,SUV 5-doors
"Nissan Micra, 2018",₪ 46 000,65 500 km,2nd hand,Gasoline,1.2 l,80 hp,Variable,FWD,White,Mini 5-doors
"Hyundai IONIQ, 2020",₪ 90 000,91 940 km,2nd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,White,Hatchback 5-door
"BMW 5 series, 2019",₪ 199 000,108 000 km,1st hand,Plug-in Hybrid,2.0 l,292 hp,Automatic,RWD,Silver,Sedan
"Alfa Romeo Stelvio, 2018",₪ 145 000,118 000 km,3rd hand,Gasoline,2.0 l,200 hp,Automatic,4x4,White,SUV 5-doors
"Kia Picanto, 2019",₪ 64 000,58 000 km,1st hand,Gasoline,1.2 l,84 hp,Automatic,FWD,White,Mini 5-doors
"Hyundai i10, 2017",₪ 45 000,123 000 km,2nd hand,Gasoline,1.2 l,87 hp,Automatic,FWD,Blue,Mini 5-doors
"Hyundai i25, 2013",₪ 28 000,198 000 km,3rd hand,Gasoline,1.6 l,124 hp,Automatic,FWD,Black,Sedan
"Kia Picanto, 2021",₪ 75 000,28 173 km,2nd hand,Gasoline,1.2 l,84 hp,Robotic,FWD,Beige,Mini 5-doors
"Mitsubishi Eclipse Cross, 2020",₪ 111 000,64 387 km,1st hand,Gasoline,1.5 l,163 hp,Variable,FWD,Grey,SUV 5-doors
"Peugeot 5008, 2011",₪ 18 000,212 000 km,4th hand,Gasoline,1.6 l,156 hp,Automatic,FWD,Black,Compact Van
"Skoda Octavia, 2016",₪ 55 000,180 000 km,4th hand,Gasoline,1.2 l,110 hp,Robotic,FWD,Grey,Liftback
"Nissan Qashqai, 2013",₪ 30 000,144 908 km,2nd hand,Gasoline,2.0 l,140 hp,Variable,FWD,White,SUV 5-doors
"Mazda 3, 2011",₪ 19 000,199 000 km,4th hand,Gasoline,1.6 l,105 hp,Automatic,FWD,Silver,Sedan
"Citroen C3 Picasso, 2016",₪ 22 650,152 300 km,2nd hand,Diesel,1.6 l,92 hp,Robotic,FWD,White,Compact Van
"Suzuki SX4, 2015",₪ 60 000,79 000 km,1st hand,Gasoline,1.6 l,118 hp,Variable,FWD,White,SUV 5-doors
"Chevrolet Spark, 2018",₪ 55 000,70 000 km,1st hand,Gasoline,1.4 l,98 hp,Variable,FWD,Beige,Mini 5-doors
"Hyundai Tucson, 2018",₪ 78 000,92 000 km,2nd hand,Gasoline,2.0 l,155 hp,Robotic,FWD,Silver,SUV 5-doors
"Opel Adam, 2014",₪ 30 000,151 000 km,1st hand,Gasoline,1.4 l,85 hp,Automatic,FWD,Blue,Mini 3-doors
"Kia Picanto, 2012",₪ 19 000,212 000 km,3rd hand,Gasoline,1.2 l,85 hp,Automatic,FWD,Silver,Mini 5-doors
"Hyundai i10, 2018",₪ 50 000,106 500 km,1st hand,Gasoline,1.2 l,87 hp,Automatic,FWD,White,Mini 5-doors
"Hyundai IONIQ, 2017",₪ 80 000,125 000 km,3rd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Brown,Hatchback 5-door
"Fiat Ducato, 2017",₪ 49 000,455 000 km,1st hand,Diesel,2.3 l,130 hp,Manual,RWD,White,Van
"Skoda Superb, 2018",₪ 116 000,45 700 km,1st hand,Gasoline,1.8 l,180 hp,Robotic,FWD,Black,Liftback
"Kia EV6, 2023",₪ 280 000,5 500 km,1st hand,Electro,,325 hp,Automatic,4x4,White,SUV 5-doors
"Renault Clio, 2016",₪ 24 000,110 000 km,2nd hand,Gasoline,0.9 l,90 hp,Manual,FWD,Red,Mini 5-doors
"Mitsubishi Outlander, 2014",₪ 55 000,194 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Suzuki Splash, 2013",₪ 20 000,217 000 km,2nd hand,Gasoline,1.2 l,94 hp,Automatic,FWD,Red,Hatchback 5-door
"Kia XCeed, 2021",₪ 91 000,39 000 km,1st hand,Gasoline,1.4 l,140 hp,Robotic,FWD,Black,SUV 5-doors
"Hyundai i35, 2014",₪ 42 000,146 500 km,2nd hand,Gasoline,1.6 l,132 hp,Automatic,FWD,Silver,Sedan
"Hyundai Santa Fe, 2011",₪ 42 000,248 000 km,4th hand,Gasoline,2.4 l,174 hp,Automatic,4x4,Black,SUV 5-doors
"Hyundai ix35, 2011",₪ 34 000,180 000 km,2nd hand,Gasoline,2.0 l,163 hp,Automatic,FWD,Silver,SUV 5-doors
"Ford Focus, 2012",₪ 12 000,187 000 km,3rd hand,Gasoline,1.6 l,125 hp,Robotic,FWD,Black,Hatchback 5-door
"Toyota Corolla, 2017",₪ 62 000,208 000 km,1st hand,Gasoline,1.6 l,132 hp,Variable,FWD,Bronze,Sedan
"BMW 3 series, 2008",₪ 32 000,189 000 km,4th hand,Gasoline,2.0 l,150 hp,Automatic,RWD,Grey,Sedan
"BMW X1, 2016",₪ 130 000,60 000 km,3rd hand,Gasoline,2.0 l,192 hp,Robotic,FWD,Blue,SUV 5-doors
"BYD Dolphin, 2023",₪ 142 000,4 500 km,1st hand,Electro,,204 hp,Automatic,FWD,Light Grey,Hatchback 5-door
"Dodge Nitro, 2009",₪ 23 000,245 000 km,3rd hand,Gasoline,3.7 l,205 hp,Automatic,4x4,Silver,SUV 5-doors
"Honda CR-V, 2017",₪ 74 000,120 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,4x4,Light Grey,SUV 5-doors
"Citroen C3 Picasso, 2017",₪ 23 999,200 000 km,2nd hand,Diesel,1.6 l,98 hp,Manual,FWD,White,Compact Van
"Kia Sportage, 2023",₪ 170 000,7 000 km,1st hand,Gasoline,2.0 l,156 hp,Automatic,FWD,Grey,SUV 5-doors
"Chevrolet Spark, 2018",₪ 50 000,50 000 km,2nd hand,Gasoline,1.4 l,98 hp,Variable,FWD,Black,Mini 5-doors
"Hyundai Tucson, 2018",₪ 96 000,120 000 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Black,SUV 5-doors
"Mazda 3, 2008",₪ 12 500,170 000 km,3rd hand,Gasoline,1.6 l,105 hp,Automatic,FWD,Blue,Sedan
"Peugeot 301, 2017",₪ 22 000,130 000 km,3rd hand,Gasoline,1.6 l,115 hp,Automatic,FWD,White,Sedan
"Mitsubishi ASX, 2019",₪ 95 000,41 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"SEAT Leon, 2019",₪ 77 000,70 000 km,2nd hand,Gasoline,1.5 l,150 hp,Robotic,FWD,Grey,Hatchback 5-door
"Skoda Roomster, 2014",₪ 25 000,240 000 km,2nd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,Silver,Compact Van
"Mercedes C-Class, 2016",₪ 179 000,179 000 km,3rd hand,Gasoline,2.0 l,184 hp,Automatic,RWD,White,Coupe
"Mazda 2, 2008",₪ 15 900,185 000 km,3rd hand,Gasoline,1.5 l,103 hp,Automatic,FWD,Silver,Mini 5-doors
"Volkswagen Polo, 2011",₪ 21 900,185 000 km,3rd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,Silver,Mini 5-doors
"Suzuki Jimny, 2008",₪ 49 900,109 000 km,2nd hand,Gasoline,1.3 l,85 hp,Automatic,4x4,Blue,SUV 3-doors
"Lexus GS, 2016",₪ 129 900,109 000 km,2nd hand,Hybrid,2.5 l,181 hp,Variable,RWD,White,Sedan
"Kia Picanto, 2017",₪ 50 000,130 000 km,2nd hand,Gasoline,1.2 l,84 hp,Automatic,FWD,Black,Mini 5-doors
"Ford Mondeo, 2011",₪ 18 000,260 000 km,3rd hand,Gasoline,2.3 l,161 hp,Automatic,FWD,Black,Sedan
"MG ZS, 2020",₪ 70 000,82 000 km,1st hand,Gasoline,1.0 l,110 hp,Automatic,FWD,White,SUV 5-doors
"SEAT Ibiza, 2021",₪ 71 500,80 000 km,2nd hand,Gasoline,1.0 l,110 hp,Robotic,FWD,White,Mini 5-doors
"Audi Q5, 2012",₪ 56 900,150 000 km,4th hand,Gasoline,2.0 l,211 hp,Automatic,4x4,Silver,SUV 5-doors
"Honda Civic, 2008",₪ 17 500,237 000 km,3rd hand,Gasoline,1.8 l,140 hp,Automatic,FWD,Golden,Sedan
"Peugeot Boxer, 2021",₪ 111 000,140 000 km,1st hand,Diesel,2.2 l,130 hp,Manual,FWD,White,Van Long
"Hyundai Tucson, 2020",₪ 139 000,89 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,White,SUV 5-doors
"Opel Adam, 2019",₪ 38 000,98 000 km,2nd hand,Gasoline,1.4 l,87 hp,Robotic,FWD,White,Mini 3-doors
"Chery Tiggo 7 Pro, 2023",₪ 159 000,9 900 km,2nd hand,Gasoline,1.6 l,186 hp,Robotic,FWD,Black,SUV 5-doors
"Skoda Fabia, 2011",₪ 19 000,120 000 km,3rd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,Bronze,Hatchback 5-door
"Fiat 500, 2013",₪ 24 000,93 000 km,2nd hand,Gasoline,1.2 l,69 hp,Robotic,FWD,Purple,Mini 3-doors
"Mazda 2, 2020",₪ 57 000,103 000 km,1st hand,Gasoline,1.5 l,116 hp,Automatic,FWD,White,Sedan
"SEAT Ibiza, 2019",₪ 57 000,72 000 km,2nd hand,Gasoline,1.0 l,110 hp,Robotic,FWD,Orange,Mini 5-doors
"Audi Q5, 2022",₪ 320 000,32 500 km,1st hand,Plug-in Hybrid,2.0 l,299 hp,Robotic,4x4,White,SUV 5-doors
"Hyundai Tucson, 2017",₪ 85 000,75 000 km,2nd hand,Gasoline,2.0 l,155 hp,Robotic,FWD,Grey,SUV 5-doors
"Cupra Leon, 2022",₪ 190 000,25 000 km,2nd hand,Gasoline,2.0 l,300 hp,Robotic,FWD,White,Hatchback 5-door
"Volkswagen Golf, 2004",₪ 10 000,520 000 km,3rd hand,Diesel,1.9 l,101 hp,Manual,FWD,Silver,Hatchback 5-door
"Mitsubishi Pajero, 2008",₪ 90 000,360 000 km,4th hand,Diesel,3.2 l,170 hp,Automatic,4x4,Blue,SUV 5-doors
"Peugeot 3008, 2019",₪ 87 500,52 500 km,2nd hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Grey,SUV 5-doors
"Peugeot 3008, 2022",₪ 126 000,50 000 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,Silver,SUV 5-doors
"Alfa Romeo MiTo, 2010",₪ 29 000,104 000 km,4th hand,Gasoline,1.4 l,155 hp,Manual,FWD,Black,Mini 3-doors
"Mitsubishi Grandis, 2005",₪ 15 000,500 000 km,4th hand,Gasoline,2.4 l,165 hp,Automatic,FWD,Silver,Minivan
"Hyundai i30, 2010",₪ 30 000,118 000 km,2nd hand,Gasoline,1.6 l,126 hp,Automatic,FWD,Grey,Hatchback 5-door
"MG ZS, 2020",₪ 100 000,94 000 km,2nd hand,Electro,,143 hp,Automatic,FWD,Light blue,SUV 5-doors
"Mitsubishi Outlander, 2016",₪ 78 000,115 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Nissan Qashqai, 2016",₪ 65 000,95 000 km,2nd hand,Gasoline,1.2 l,115 hp,Variable,FWD,White,SUV 5-doors
